[2025-04-30 13:36:53] hello
[2025-04-30 13:59:56] error_handler 2 - line 16 in E:\_special\WAMP64\www\001\Database.php: mysqli_connect(): php_network_getaddresses: getaddrinfo for 1 failed: No such host is known. 
[2025-04-30 13:59:56] error_handler 2 - line 14 in E:\_special\WAMP64\www\001\index.php: Undefined property: mysqli_sql_exception::$getLine
[2025-04-30 17:21:45] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:21:46] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:21:46] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:23:07] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:23:07] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:23:12] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:23:12] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:23:34] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:23:34] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:23:34] Data type không phù hợp, kiểm tra trong config.php
[2025-04-30 17:24:25] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:24:25] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:24:25] Data type không phù hợp, kiểm tra trong config.php
[2025-04-30 17:24:26] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:24:26] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:24:26] Data type không phù hợp, kiểm tra trong config.php
[2025-04-30 17:26:58] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:26:58] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:27:30] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:27:30] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:27:31] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:27:31] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:28:23] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:28:23] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:30:22] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:30:22] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:30:23] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:30:23] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:31:06] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:31:06] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:31:07] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:31:07] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:32:11] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:32:11] Cột convitbau trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:32:19] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:32:19] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:32:19] Cột pro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:32:34] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:32:34] Cột pro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:32:51] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:32:56] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:32:57] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:32:57] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:33:09] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:33:09] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:33:20] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:33:20] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:50:14] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 17:50:14] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:50:14] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 17:51:06] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 17:51:06] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 17:51:06] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:03:43] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:03:43] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:03:43] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:04:08] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:04:08] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:04:08] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:04:13] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:04:13] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:04:13] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:04:27] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:04:27] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:04:27] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:04:36] Lỗi Database.php - mysqli_query() không thành công
